,v_e,r_v_e,m_e,r_m_e,t_sigma,s_sigma
5,1.534668,0.00021414766,3872.668,0.34108132,300,10.0
6,2.1798096,0.00037656067,717.12524,0.22104168,300,10.0
7,1.8905029,0.00034020023,1443.5911,0.37214532,300,10.0
8,119.171875,0.0233065,1058.4595,0.27135283,300,10.0
9,0.87353516,0.00013434664,3190.1362,0.36018693,300,10.0
10,2.394287,0.00044951023,780.376,0.23386075,300,10.0
11,0.60876465,0.000110311965,838.41455,0.4056369,300,10.0
12,1.2807617,0.00019444892,1488.1636,0.18997984,300,10.0
13,1.4818115,0.00022513977,1343.252,0.20468447,300,10.0
14,1.0380859,0.00017557749,2608.6094,0.25780284,300,10.0
15,0.977417,0.0001311938,839.36597,0.4502368,300,10.0
16,0.7906494,0.00010447842,843.708,0.51775384,300,10.0
17,1.9777832,0.00027305423,1804.6309,0.21990843,300,10.0
18,1.2087402,0.0002238695,983.8369,0.18666802,300,10.0
19,1.6171875,0.00022696884,600.36523,0.4441366,300,10.0
20,1.4177246,0.0002437279,3385.9731,0.37352753,300,10.0
21,4.534668,0.0007385258,4029.338,0.33559293,300,10.0
22,11.05127,0.0016253456,2123.288,0.3219847,300,10.0
23,0.7393799,0.000117204254,3929.2783,0.2923908,300,10.0
24,1.3806152,0.00019751093,1108.9619,0.5860887,300,10.0
25,1.6837158,0.00030901583,531.63354,0.5253512,300,10.0
26,0.4152832,6.532771e-05,712.5781,0.19324069,300,10.0
27,0.48718262,9.432609e-05,1878.3599,0.29636243,300,10.0
28,2.2695312,0.0004576887,2268.0693,0.27098522,300,10.0
29,1.0758057,0.00017555042,3905.5986,0.38928306,300,10.0
30,1.96344,0.00034575068,1349.7231,0.18434958,300,10.0
31,1.0471802,0.00018747825,432.45874,0.49566016,300,10.0
32,0.50891113,8.853228e-05,561.58514,1.0296671,300,10.0
33,1.6848145,0.0002473914,597.57544,0.25250748,300,10.0
34,1.4412231,0.00025860395,251.21765,0.31349716,300,10.0
35,1.505127,0.00021438143,1095.9681,0.58036715,300,10.0
36,0.6738281,0.00010865274,1483.7368,0.26419887,300,10.0
37,1.8717041,0.00033009288,1030.8384,0.21706446,300,10.0
38,1.0268555,0.00014748178,3054.5537,0.4889535,300,10.0
39,0.56396484,0.000106326406,595.6481,0.7401374,300,10.0
40,1.0360107,0.00017840305,427.2713,0.6589541,300,10.0
41,1.3310547,0.00020894167,1350.2856,0.1672947,300,10.0
42,0.7606201,0.00012758351,1591.2324,0.26186848,300,10.0
43,1.112915,0.00017899185,2583.539,0.37344006,300,10.0
44,0.7998047,0.00011029808,916.14795,0.23236462,300,10.0
45,1.1834717,0.00015118164,1135.8635,0.48218384,300,10.0
46,0.33166504,5.3538326e-05,427.13226,0.4865059,300,10.0
47,1.4957275,0.00022398791,1043.9574,0.7117243,300,10.0
48,0.7069092,0.00012743425,517.30206,0.7552463,300,10.0
49,1.1534424,0.00016685328,1690.9885,0.71383184,300,10.0
0,0.8277588,0.00013665398,3479.3047,0.25291047,300,100.0
1,0.9400635,0.0001173125,1940.752,0.31000313,300,100.0
2,1.7591553,0.00027962215,3406.4434,0.2802237,300,100.0
3,2.630188,0.00047764377,1359.3281,0.33407527,300,100.0
4,2.758667,0.00053174194,1830.4995,0.29667443,300,100.0
5,1.5354004,0.00021424987,3872.6782,0.341082,300,100.0
6,2.1814575,0.00037684533,717.13916,0.22104497,300,100.0
7,1.8917847,0.00034043088,1443.6091,0.37214905,300,100.0
8,119.10309,0.023293048,1046.8171,0.26836723,300,100.0
9,0.8737793,0.0001343842,3190.163,0.36018896,300,100.0
10,2.397461,0.0004501061,780.3933,0.23386467,300,100.0
11,0.60791016,0.000110157125,838.43616,0.40564293,300,100.0
12,1.2810059,0.00019448598,1488.1802,0.18998155,300,100.0
13,1.4835205,0.00022539943,1343.2646,0.20468603,300,100.0
14,1.0390625,0.00017574265,2608.6348,0.2578048,300,100.0
15,0.9777832,0.00013124295,839.3888,0.45024332,300,100.0
16,0.79016113,0.0001044139,843.73267,0.5177601,300,100.0
17,1.9785156,0.00027315537,1804.6377,0.21990906,300,100.0
18,1.2086792,0.00022385821,983.86084,0.18667169,300,100.0
19,1.6176758,0.00022703737,600.38025,0.44414252,300,100.0
20,1.4173584,0.00024366495,3385.9888,0.37352854,300,100.0
21,4.537964,0.00073906255,4029.3457,0.3355933,300,100.0
22,11.054932,0.0016258841,2123.2964,0.3219856,300,100.0
23,0.739624,0.000117242955,3929.292,0.29239148,300,100.0
24,1.3815918,0.00019765063,1108.9734,0.5860908,300,100.0
25,1.6849365,0.00030923987,531.65234,0.5253648,300,100.0
26,0.41540527,6.534691e-05,712.58887,0.19324301,300,100.0
27,0.4873047,9.434972e-05,1878.3882,0.29636598,300,100.0
28,2.2714844,0.0004580826,2268.0703,0.27098522,300,100.0
29,1.076416,0.00017565001,3905.6084,0.3892837,300,100.0
30,1.9647217,0.0003459764,1349.7349,0.1843509,300,100.0
31,1.046936,0.00018743455,432.4635,0.4956619,300,100.0
32,0.51000977,8.8723405e-05,561.60706,1.029669,300,100.0
33,1.685791,0.0002475348,597.5897,0.2525119,300,100.0
34,1.4419556,0.00025873538,251.23071,0.31350663,300,100.0
35,1.5056152,0.00021445098,1095.9784,0.58036834,300,100.0
36,0.67492676,0.00010882989,1483.7397,0.26419917,300,100.0
37,1.8708496,0.0003299422,1030.8447,0.21706553,300,100.0
38,1.0273438,0.00014755192,3054.5776,0.48895618,300,100.0
39,0.56359863,0.000106257365,595.6644,0.7401449,300,100.0
40,1.0360107,0.00017840305,427.28784,0.6589566,300,100.0
41,1.3304443,0.00020884586,1350.2979,0.16729587,300,100.0
42,0.76068115,0.00012759374,1591.2393,0.26186925,300,100.0
43,1.112915,0.00017899185,2583.5503,0.3734409,300,100.0
44,0.8000488,0.000110331755,916.1599,0.2323669,300,100.0
45,1.1846924,0.00015133758,1135.8782,0.48218685,300,100.0
46,0.33215332,5.3617146e-05,427.1477,0.48651332,300,100.0
47,1.4969482,0.00022417071,1043.9637,0.7117259,300,100.0
48,0.7069092,0.00012743425,517.3286,0.7552561,300,100.0
49,1.1535645,0.00016687093,1691.0011,0.71383303,300,100.0
